county,交易年月,median_price
花蓮縣,2016-03-15,127830.33
花蓮縣,2016-04-15,131382.41
花蓮縣,2016-05-15,140660.14
花蓮縣,2016-06-15,136820.45
臺東縣,2012-07-15,74975.54
臺東縣,2012-08-15,90445.04
臺東縣,2012-09-15,79615.24
臺東縣,2012-10-15,78240.02
臺東縣,2012-11-15,71269.74
臺東縣,2012-12-15,73297.85
臺東縣,2013-01-15,76101.17
臺東縣,2013-02-15,75363.98
臺東縣,2013-03-15,73451.57
臺東縣,2013-04-15,73344.13
臺東縣,2013-05-15,76327.62
臺東縣,2013-06-15,72337.51
臺東縣,2013-07-15,84159.05
臺東縣,2013-08-15,77813.57
臺東縣,2013-09-15,81198.71
臺東縣,2013-10-15,85140.88
臺東縣,2013-11-15,83745.83
臺東縣,2013-12-15,85243.36
臺東縣,2014-01-15,80651.6
臺東縣,2014-02-15,86172.29
臺東縣,2014-03-15,87886.35
臺東縣,2014-04-15,92592.15
臺東縣,2014-05-15,90656.61
臺東縣,2014-06-15,81420.21
臺東縣,2014-07-15,86816.92
臺東縣,2014-08-15,82864.84
臺東縣,2014-09-15,92967.36
臺東縣,2014-10-15,81002.02
臺東縣,2014-11-15,99288.05
臺東縣,2014-12-15,95028.53
臺東縣,2015-01-15,90297.93
臺東縣,2015-02-15,99332.68
臺東縣,2015-03-15,86532.62
臺東縣,2015-04-15,95560.76
臺東縣,2015-05-15,97881.43
臺東縣,2015-06-15,107527.76
臺東縣,2015-07-15,103200.46
臺東縣,2015-08-15,93299.59
臺東縣,2015-09-15,102744.27
臺東縣,2015-10-15,89279.74
臺東縣,2015-11-15,104851.71
臺東縣,2015-12-15,99177.31
臺東縣,2016-01-15,93494.64
臺東縣,2016-02-15,120962.53
臺東縣,2016-03-15,102489.72
臺東縣,2016-04-15,106228.58
臺東縣,2016-05-15,93104.55
臺東縣,2016-06-15,97673.17
澎湖縣,2012-07-15,78092.91
澎湖縣,2012-08-15,115435.23
澎湖縣,2012-09-15,93121.08
澎湖縣,2012-10-15,99755.82
澎湖縣,2012-11-15,105954.2
澎湖縣,2012-12-15,65504.43
澎湖縣,2013-01-15,60952.34
澎湖縣,2013-02-15,65927.57
澎湖縣,2013-03-15,113112.9
澎湖縣,2013-04-15,95531.01
澎湖縣,2013-05-15,109417.02
澎湖縣,2013-06-15,114446.79
澎湖縣,2013-07-15,96726.05
澎湖縣,2013-08-15,71838.34
澎湖縣,2013-09-15,115683.17
澎湖縣,2013-10-15,94737.62
澎湖縣,2013-11-15,98511.19
澎湖縣,2013-12-15,121507.98
澎湖縣,2014-01-15,118633.6
澎湖縣,2014-02-15,104719.48
澎湖縣,2014-03-15,100935.99
澎湖縣,2014-04-15,93679.76
澎湖縣,2014-05-15,131527.86
澎湖縣,2014-06-15,114764.15
澎湖縣,2014-07-15,103967.41
澎湖縣,2014-08-15,88334.28
澎湖縣,2014-09-15,104988.9
澎湖縣,2014-10-15,109220.33
澎湖縣,2014-11-15,120522.86
澎湖縣,2014-12-15,108096.35
澎湖縣,2015-01-15,90954.12
澎湖縣,2015-02-15,91735.95
澎湖縣,2015-03-15,108417.01
澎湖縣,2015-04-15,97230.19
澎湖縣,2015-05-15,126443.54
澎湖縣,2015-06-15,119226.98
澎湖縣,2015-07-15,91025.2
澎湖縣,2015-08-15,98466.56
澎湖縣,2015-09-15,119828.64
澎湖縣,2015-10-15,110304.63
澎湖縣,2015-11-15,112061.66
澎湖縣,2015-12-15,78853.25
澎湖縣,2016-01-15,118155.9
澎湖縣,2016-02-15,101453.35
澎湖縣,2016-03-15,104737.66
澎湖縣,2016-04-15,91937.6
澎湖縣,2016-05-15,84752.45
澎湖縣,2016-06-15,123762.54
金門縣,2012-07-15,149632.08
金門縣,2012-08-15,174076.82
金門縣,2012-09-15,157539.55
金門縣,2012-10-15,136463.42
金門縣,2012-11-15,136192.35
金門縣,2012-12-15,185650.42
金門縣,2013-01-15,124665.02
金門縣,2013-02-15,153137.88
金門縣,2013-03-15,152701.52
金門縣,2013-04-15,202313.3
金門縣,2013-05-15,205096.79
金門縣,2013-06-15,123484.85
金門縣,2013-07-15,145372.55
金門縣,2013-08-15,201068.67
金門縣,2013-09-15,156671.78
金門縣,2013-10-15,159832.12
金門縣,2013-11-15,112772.4
金門縣,2013-12-15,156086.65
金門縣,2014-01-15,212192.69
金門縣,2014-02-15,227133.26
金門縣,2014-03-15,163002.39
金門縣,2014-04-15,204827.37
金門縣,2014-05-15,211189.38
金門縣,2014-06-15,203210.83
金門縣,2014-07-15,210910.04
金門縣,2014-08-15,77707.79
金門縣,2014-09-15,176524.77
金門縣,2014-10-15,240867.2
金門縣,2014-11-15,259511.91
金門縣,2014-12-15,182066.93
金門縣,2015-01-15,177083.44
金門縣,2015-02-15,234672.13
金門縣,2015-03-15,243511.84
金門縣,2015-04-15,129045.21
金門縣,2015-05-15,138655.17
金門縣,2015-06-15,196977.74
金門縣,2015-07-15,160116.42
金門縣,2015-08-15,200433.96
金門縣,2015-09-15,189356.22
金門縣,2015-10-15,153165.98
金門縣,2015-11-15,164832.14
金門縣,2015-12-15,311472.47
金門縣,2016-01-15,139190.71
金門縣,2016-02-15,259049.1
金門縣,2016-03-15,128152.64
金門縣,2016-04-15,149861.83
金門縣,2016-05-15,164255.28
金門縣,2016-06-15,166582.57
連江縣,2012-07-15,85726.01
連江縣,2012-08-15,85726.01
連江縣,2012-09-15,85726.01
連江縣,2012-10-15,85726.01
連江縣,2012-11-15,85726.01
連江縣,2012-12-15,109736.03
連江縣,2013-01-15,109736.03
連江縣,2013-02-15,109736.03
連江縣,2013-03-15,109736.03
連江縣,2013-04-15,109736.03
連江縣,2013-05-15,109736.03
連江縣,2013-06-15,109736.03
連江縣,2013-07-15,109736.03
連江縣,2013-08-15,109736.03
連江縣,2013-09-15,109736.03
連江縣,2013-10-15,109736.03
連江縣,2013-11-15,109736.03
連江縣,2013-12-15,109736.03
連江縣,2014-01-15,109736.03
連江縣,2014-02-15,109736.03
連江縣,2014-03-15,109736.03
連江縣,2014-04-15,109736.03
連江縣,2014-05-15,109736.03
連江縣,2014-06-15,109736.03
連江縣,2014-07-15,109736.03
連江縣,2014-08-15,109736.03
連江縣,2014-09-15,109736.03
連江縣,2014-10-15,109736.03
連江縣,2014-11-15,109736.03
連江縣,2014-12-15,109736.03
連江縣,2015-01-15,109736.03
連江縣,2015-02-15,109736.03
連江縣,2015-03-15,109736.03
連江縣,2015-04-15,109736.03
連江縣,2015-05-15,109736.03
連江縣,2015-06-15,109736.03
連江縣,2015-07-15,109736.03
連江縣,2015-08-15,109736.03
連江縣,2015-09-15,109736.03
連江縣,2015-10-15,109736.03
連江縣,2015-11-15,109736.03
連江縣,2015-12-15,109736.03
連江縣,2016-01-15,109736.03
連江縣,2016-02-15,109736.03
連江縣,2016-03-15,109736.03
連江縣,2016-04-15,109736.03
連江縣,2016-05-15,109736.03
連江縣,2016-06-15,109736.03
